country_code,country_name,source_indicator_code,source_indicator_name,date,value,source_organization,source_dataset,source_url,retrieved_at,last_updated,status,data_version
US,United States,FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)",2015,383728497570.133,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FI.RES.TOTL.CD?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2025,99.7158460103202,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FM.LBL.BMNY.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2024,98.7562585226237,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FM.LBL.BMNY.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2023,98.8152626539929,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FM.LBL.BMNY.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2022,103.593363094519,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FM.LBL.BMNY.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2021,114.755152590099,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FM.LBL.BMNY.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2020,111.204684153729,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FM.LBL.BMNY.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2019,92.3005594054721,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FM.LBL.BMNY.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2018,88.7964841162556,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FM.LBL.BMNY.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2017,89.9017920480885,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FM.LBL.BMNY.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
